BRMF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.89,3.72,-1.7,4.13,6.9,-0.05,-1.54,-3.27,0
AHAY,0.51,4.21,3.61,-2.61,3.65,-8.19,-3.02,-3.71,7.21,-0.62,-2.61,9.76,4.27,-3.85,-7.56,5.54,18.57,-8.85,3.26,6.42,8.85,-2.26,2.05,-1.28,3.51,5.5,-6.46,6.19,3.41,-1.04,4.64,6.03,-1.01,1.23,-1.75,-1.28
CCEL,1.9,8.6,7.06,-4.86,0.31,-9.11,6.56,-4.41,10.6,1.01,-3.4,7.39,7.4,-13.47,-9.57,0.38,26.35,-14.76,-4.86,16.69,16.34,4.79,0.84,4.82,6.25,6.96,-3,7.64,5.33,-5.11,3.36,9.28,-1.81,-2.89,-4.76,-1.02
CCIP,0.43,5.45,5.77,-3.78,2.71,-10.93,0.31,-5.17,8.18,-0.82,-4.47,9.67,5.73,-8.3,-13.31,5.53,20.87,-12.14,-3.39,12.69,12.19,-1.3,2.89,1.95,5.6,6.72,-6.4,5.18,5.11,-2.43,6.06,7.56,0.02,-0.82,-3.53,-0.61
AHBF,0.44,5.43,8.05,-6.25,-0.45,-14.25,1.82,-5.91,9.04,-0.16,-6.33,4.7,6.45,-13.09,-13.21,6.06,20.16,-13.25,-4.52,11.85,11.82,0.63,2.93,4.19,6.98,6.18,-4.04,5.24,5.73,-3.4,4.7,8.79,0.22,-2.92,-4.8,-1.64
AHMF,-1.37,5.3,10.09,-9,0.7,-18.71,2.87,-6.61,7.86,-2.16,-7.86,5.93,8.48,-14.3,-15.56,3.31,19.46,-15.85,-11.6,14.85,15.18,5.96,2.22,7.32,9.54,7.36,-1.39,6.33,7.48,-5.06,3.7,11.05,0.22,-4.71,-6.32,-2.05
AFMM,0.41,3.56,4.16,-2.16,3.46,-8.09,-2.85,-3.64,8.84,-0.21,-2.35,8.55,4.01,-4.21,-6.49,3.81,17.2,-8.94,3.46,5.83,9.26,-2.5,2.56,-1.59,2.94,5.29,-5.58,6.33,3.1,-1.17,4.1,5.31,-0.6,1.33,-2.12,-1.36
CCCF,1.37,6.56,8.62,-8.77,-0.75,-12.75,6.76,-4.68,10.32,2.86,-9.64,2.89,7.02,-17.36,-20.65,1.86,20,-15.8,-6.17,15.5,11.42,4.31,0.91,5.9,10.25,6.97,-4.29,3.74,7.64,-2.88,5.41,9.96,-1.15,-4.35,-7.9,-1.79
MCEF,-0.55,5.24,8.55,-8.49,-0.58,-15.53,4.3,-6.79,10.84,0.83,-8.54,2.5,5.26,-15.62,-22.13,-0.79,22.22,-12.53,-7.93,12.12,14.8,5.56,2.19,7.1,10.01,6.17,-2.83,3.85,4.65,-4.12,5.85,10.19,0.55,-4.26,-6.83,0.19
CAEF,0.29,5.69,9.41,-5.79,-0.51,-16.79,4.8,-6.43,11.08,0.86,-10.35,4.21,4.44,-12.99,-11.05,2.65,20.08,-12.38,-6.95,13.3,12.75,4.53,0.87,7.32,6.22,5.41,-2.59,5.51,4.99,-4.16,4.65,11.03,-0.13,-3.18,-4.72,-1.65
MPCF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSFB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCSB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CGRF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.26,4.98,-0.03,0.29,5.71,-0.8,5.95,5.33,-0.11,-3.23,-3.69,0
CSPEF,0.78,8.6,8.09,-5.47,0.45,-18.07,1.06,-8.87,1.41,-6.43,-11.58,25.61,12.26,-8.33,-13.84,11.58,22.41,-10.77,-0.28,8.55,12.97,-6.58,1.31,3.44,5.7,7.28,-4.32,5.88,4.06,-1.77,8.97,9.01,0.54,-1.9,-2.15,-1.61
MCEC,0.13,4.33,5.38,-3.75,2.59,-11.12,-1.39,-4.16,8.64,-0.14,-4.29,6.94,4.58,-6.89,-8.54,4.37,18.05,-10.21,0.71,7.45,8.65,-1.35,1.75,0.73,3.97,5.2,-4.83,5.58,3.3,-1.56,4.49,6.53,-0.45,-0.69,-3.07,-1.65
MCEL,-0.51,5.29,7.84,-5.57,1.01,-15.56,2.55,-5.09,9.31,0.41,-7.76,2.85,5.11,-11.41,-12.19,2.99,18.64,-11.2,-3.96,9.68,8.59,1.99,1.04,3.48,5.48,5.98,-2.45,4.62,5.17,-2.97,4.94,9.27,-0.16,-3.26,-4.18,-1.88
MCFM,-4.64,6.3,9.51,-7.62,2.07,-22.49,4.05,-4.14,10.19,-0.9,-6.34,1.39,5.43,-10.23,-13.92,0.42,23.8,-14.72,-6.98,12.3,13.17,-0.01,3.89,4.83,7.95,7.32,-1.44,2.21,9.79,-1.65,7.15,9.91,0.67,-4.09,-2.79,-3.39
CFFB8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCCF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CGMI,0.61,5.09,3.73,-3.95,3.73,-8.42,-4.77,-4.58,6.35,-2.95,-4.73,16.8,4,-2.74,-8.36,8.19,24.33,-11.79,0.06,4.77,9.38,-4.27,2,-1.18,4.14,5.14,-7.23,6,3.92,-1.18,5.88,7.11,-0.41,0.58,-2.27,-1.68
CGMG,0.07,7.68,7.78,-7.1,-0.96,-15.63,5.91,-5.69,11.56,2.38,-6.11,0.32,4.52,-17.24,-16.26,3.79,17.8,-13.23,-6.71,13.89,13.4,5.09,1.63,3.73,5.67,6.95,-1.55,7.56,5.23,-5.81,4.1,11.65,-1.25,-3.78,-6.53,-0.61
CGMF,0.38,3.55,4.14,-2.19,3.44,-8.11,-2.87,-3.67,8.79,-0.25,-2.38,8.53,4,-4.23,-6.5,3.82,17.21,-8.94,3.44,5.83,9.26,-2.51,2.57,-1.59,2.91,5.22,-5.6,6.3,3.09,-1.19,4.06,5.28,-0.6,1.29,-2.15,-1.38
MCOF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCWF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCDI,0.53,3.71,3.81,-2.93,3.73,-8.93,-2.56,-4.52,8.18,-1.42,-3.2,9.78,5.14,-6.25,-8.4,5.58,17.88,-9.89,1.69,8.78,9.86,-1.55,1.97,-0.44,3.94,5.52,-5.5,6.5,3.74,-1.38,4.66,6.75,-0.71,-0.53,-2.59,-2.08
CPEP,1.91,6.43,6.12,-1.41,-0.47,-11.83,1.56,-4.72,11.03,0.8,-2.73,5.33,5.19,-13.79,-11.64,6.75,18.29,-13.03,-3.98,13.09,10.91,2.59,0.38,3.03,5.58,5.45,-3.83,7.23,4.09,-2.67,3.93,8.34,-1.32,-3.15,-5.19,0.47
MCBB,1.1,5.17,5.26,-1.94,0.82,-9.27,-0.06,-3.94,8.86,-0.72,-2.76,5.65,5.48,-10.12,-10.38,4.01,18,-10.45,-4.24,10.03,9.17,0.67,0.48,2.21,5.28,5.66,-4.41,6.17,3.74,-1.42,4.15,7.27,-0.43,-2.95,-3.86,-0.99
GIGE,-0.53,5.7,8.6,-7.68,-0.43,-17.44,5.16,-6.79,8.15,-0.05,-8,4.26,8.03,-15.79,-15.37,3.6,19.95,-10.59,-8,12.82,11.83,6.14,1.43,5.81,7.3,6.17,-1.73,7.23,5.78,-5.61,3.56,11.85,-0.85,-4.04,-5.88,-1.7
CCIB,2.09,0.81,1.01,4.23,1.83,4.05,3.02,4.6,6.79,-2.25,0.54,1.64,-0.44,3.48,9.61,5.03,15.77,-6.69,-1.62,3.44,-1.28,-7.84,0.49,0.54,3.67,2.8,-3.14,3.31,-1.05,1.26,4.64,-0.98,-1.64,3.96,-1.64,1.69
GIIE,0.41,6.2,3.19,-1.59,2.9,-9.54,3.2,-4.27,3.96,-0.46,-8.01,1.93,2.57,-12.58,-9.57,-5.59,11.77,-6.69,-7.66,4.86,4.39,-3.56,0.53,5.91,5.31,3.68,-2.13,3.11,4.98,-2.87,4.85,6.45,-0.81,-5.5,-5.16,-2.15
CCIV,-2.79,0.27,0.75,-0.39,3.21,-2.78,1.26,-0.43,2.39,-1.5,-2.51,1.79,-10.62,-4.07,-12.12,-7.19,18.1,-4.61,-10.45,6.93,3.36,-0.91,1.36,6.13,8.37,3.94,-4.48,3.46,3.37,-0.06,3.39,4.32,-0.11,-4.17,-5.66,-1.7
CAFA,0.85,4.66,7.49,-5.63,1.38,-15.19,0.47,-6.58,9.17,0.85,-9.15,7.63,6.45,-9.26,-12.15,3.13,19.24,-11.22,-4.6,11.44,9.82,3.52,1.4,6.15,5.01,5.25,-2.88,4.4,4.72,-1.78,4.79,8.23,-0.79,-1.27,-3.85,-3.39
COBA,0.58,4.17,4.93,-3.71,2.56,-9.08,-0.69,-4.28,7.78,-0.11,-4.01,8.11,5.85,-5.52,-9.56,5.29,17.28,-9.36,0.39,7.42,8.83,-0.62,2.48,0.79,4.41,4.93,-4.08,5.17,3.84,-1.32,4.7,6.29,-0.39,0.04,-2.46,-1.9
CORB,0.98,5.15,8.07,-6.14,0.87,-13.29,3.06,-5.77,9.87,0.52,-7.81,6.16,7.08,-9.27,-13.58,3.5,18.11,-11.11,-4.32,11.29,9.38,2.58,2.13,4.75,5.84,5.07,-2.87,5.35,5.56,-2.5,4.89,8.7,-0.42,-1.96,-3.83,-2.05
CNSB,0.45,5.26,4.24,-4.15,3.43,-9.17,-4.37,-4.94,6.55,-3.24,-4.68,16.33,4.43,-2.78,-8.02,7.42,24.52,-11.94,-0.2,4.73,8.86,-3.27,1.77,-0.69,3.96,4.95,-7.02,5.91,3.84,-1.64,5.61,7.02,-0.53,0.68,-2.17,-1.61
CCPF,0.85,4.27,6,-5.05,2.12,-12.5,0.15,-5.67,7.57,-0.62,-7.06,8.48,7,-6.31,-8.3,5.01,18.82,-9.72,-1.64,7.84,8.17,0.44,1.84,3.59,5.09,5.14,-3.66,5.04,4.21,-1.47,4.62,7.02,-0.47,-0.49,-3.41,-2.85
CCFP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CODA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CORG,1.28,5.38,11.47,-8.47,-0.03,-16.86,5.36,-7.7,12.06,1.32,-9.61,6,7.15,-13,-16.04,1.68,19.08,-13.26,-6.94,14.76,11.46,4.57,2.33,7.71,6.96,4.45,-0.71,4.67,6.97,-3.29,4.88,12.02,-0.74,-3.53,-5.36,-1.96
CORA,1.25,5.36,11.47,-8.49,-0.05,-16.88,5.34,-7.73,12.06,1.3,-9.63,5.97,7.12,-13.02,-16.03,1.65,19.06,-13.28,-6.97,14.73,11.47,4.55,2.31,7.69,6.93,4.43,-0.72,4.64,6.92,-3.35,4.79,11.91,-0.82,-3.62,-5.47,-1.98
CNFG,-0.7,0.15,15.97,-8.39,-1.57,-21.06,4.31,-11.46,9.36,-4.47,-12.31,19.62,7.13,-7.72,-14.27,4.79,16.24,-16.29,-8.97,20.49,12.05,-1.1,5.59,8.67,8.88,4.36,-3.61,4.22,7.17,-0.05,3.92,14.79,0.95,-5.33,-6.14,-1
CGEM,0,0,0,0,0,-2.13,2.58,-3.44,6.18,1.66,-10.49,1.43,3.39,-13.03,-19.83,-2.99,18.39,-10.46,-4.05,11.71,14.4,8.11,0.66,7.85,3.7,7.58,-2.73,3.07,7.7,-3.73,5.6,5.02,-0.45,-3.25,-4.26,0
COGM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,5.3,-1.36,5.18,3.12,0.15,-3.09,-4.7,0
CIMF,0.35,4.11,3.99,-3.04,3.64,-8.28,-2.98,-4,7.69,-0.81,-2.39,9.71,4.2,-3.91,-7.12,4.83,18.24,-9.19,3.38,5.53,9.13,-2.64,2.38,-1.87,3.33,5.43,-5.81,6.65,3.02,-1.26,4.38,5.9,-0.9,1.41,-1.88,-1.82
CNCG,-0.43,4.02,9.17,-7.94,1.79,-20.85,1.62,-6.44,9.55,-0.73,-11.72,9.46,10.97,-9.84,-12.97,0.15,22.15,-12.4,-6.28,10.82,14.26,4.71,3.57,7.41,5.71,6.12,-0.96,3.46,6.97,-3,6.9,9.35,-0.38,-1.19,-3.72,-4.3
COLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.47,3.89,13.07,-4.5,-3.52,4.06,0.64,-0.91,-1.05,3.61,4.23,4.71,-3.42,2.22,3.78,-1.2,4.79,1.65,0.55,-1.14,-3.74,0
CMPF,0.79,4.81,8.58,-6.51,0.73,-13.98,2.68,-6.6,9,-0.25,-7.93,7.4,7.66,-9.99,-14.6,4.41,18.32,-12.23,-4.81,13.07,10.94,3.07,1.38,5.47,6.24,4.73,-2.57,5.12,5.52,-2.09,4.76,9.17,-0.56,-2.5,-3.84,-2
CMMF,0.39,3.56,4.15,-2.18,3.44,-8.1,-2.85,-3.66,8.81,-0.23,-2.37,8.53,3.99,-4.24,-6.51,3.8,17.19,-8.94,3.45,5.8,9.22,-2.55,2.49,-1.62,2.89,5.26,-5.62,6.29,3.08,-1.19,4.08,5.3,-0.63,1.27,-2.14,-1.37
COICA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.86,5.59,-0.46,0.7,-1.94,0
CNOG,0.17,4.83,5.56,-3.68,3.3,-10.91,-0.52,-4.6,5.99,1.2,-11.36,1.08,4.82,-10.27,-13.13,-1.06,16.92,-9.98,-5.63,9.51,8.28,2.43,0.83,6.27,5.37,6.25,-3.2,2.81,6.56,-1.19,5.84,5.44,-0.01,-3.56,-6.09,-2.34
CPSA,-1.46,3.35,2.82,-3.19,4.34,-11.93,-1.77,-5.21,7.95,-0.85,-4.42,11.82,7.81,-6.87,-14.1,8.99,16.35,-9.84,2.09,9.66,11.14,-1.95,-0.31,0.59,1.69,3.25,-2.81,5.75,3.72,1.9,5.77,6.56,-1.23,-1.37,-0.86,-3
CPEF,1.28,7.45,8.09,-5.12,0.48,-16.84,-1,-6.44,1.23,-7.15,-11.56,23.63,12.76,-7.17,-14.69,12.95,21.12,-11.39,-0.11,7.6,12.3,-6.51,1.05,4.81,6.26,5.95,-3.61,5.24,4.87,-2.41,9.57,9,0.42,-1.64,-2.08,-3.12
CCGF,0.59,12.71,5.81,-5.19,0.28,-5.32,9.35,-3.64,9.87,5.2,-5.97,-11.45,1.05,-18.93,-24.13,-3.43,14.62,-14.73,-9.38,21.83,11.18,15.07,-4.05,7.16,6.03,5.29,1.95,7.11,6.11,-3.06,1.88,11.94,0.04,-6.36,-4.92,0.86
SCPF,1.21,4.42,7.02,-5.69,1.66,-13.93,0.18,-6.16,9.28,-0.29,-7.14,10.66,6.94,-7.2,-10.66,4.76,19.62,-10.85,-0.85,8.89,10.27,0.88,2.26,3.54,5.37,5.55,-3.59,5.49,4.29,-1.42,5.07,7.9,-0.45,0.09,-3.39,-3.24
COSG,-0.2,5.48,6.95,-7.51,4.08,-22.74,-5.93,-6.75,5.17,-4.84,-10.65,3.96,8.91,-6.92,-18.98,0.47,20.34,-10.61,-4.11,5.85,12.68,4.57,5.28,5,8.39,7.44,-3.41,3.56,6.87,-1.34,5.47,9.08,1.55,-2.91,-3.02,-0.72
CSIF,0.98,4.24,4.42,-3.54,3.24,-9.31,-3.17,-3.98,7.48,-1.25,-2.89,9.81,4.69,-4.06,-7.91,5.51,18.39,-9.75,2.8,5.66,9.16,-3.04,2.03,-1.12,3.64,5.6,-5.3,6.36,3.08,-0.89,4.74,6.14,-0.69,1,-1.7,-2.32
CNTF,1.43,4.86,11.12,-8.47,-0.09,-15.69,4.5,-8.24,13.27,2.55,-9.58,8.5,6.83,-13.38,-14.01,5.19,19.03,-14.59,-7.06,17.55,13.05,5.4,2.2,7.09,6.92,4.33,-1.18,4.37,7.47,-2.8,4.47,11.71,-1.54,-3.22,-6.51,-3.14
CNIG,-1.83,4.43,1.42,-3.81,3.4,-5.81,1.07,-3.6,3.51,0.37,-6.7,-3.58,4.55,-6.33,-9.09,3.47,13.95,-6.53,-6.94,5.86,2.04,3.6,-1.5,4.37,6.31,5.13,-4.2,2.21,5.61,-2.43,5.47,5.28,-1.11,-3.23,-2.99,-1.81
DBXEU,-0.11,5.23,2.22,0.46,3.45,-12.56,0.57,1.67,4.5,0.41,-10.39,-0.01,2.43,-11.79,-15.13,-0.85,18.26,-15.32,-11.42,1.67,0,0,0,4.35,11.04,4.85,-2.48,5.28,1.09,-8.62,0.69,7.64,-6.44,-11.32,-1.82,-3.83
DBXUK,-0.3,2.68,3.97,-4.05,-0.45,-8.95,0.37,-2.28,6.84,-0.23,-6.64,-3.77,4.75,-12.81,-10.52,-1.43,3.66,-8.54,-3.84,-2.29,0,0,0,3.09,9.68,1.82,1.47,6.23,0.53,-2.65,3.7,5.08,-0.56,-10.4,-0.71,-3.83
DBXJP,0,0,0,0,0,0,0,0,0,0.57,-5.94,-1.65,-0.35,-10.12,-7.26,8.1,20.2,-14.22,-9.02,-1.53,12.14,0.04,-2.46,3.66,3.86,-0.17,-4.45,2.21,5.66,-3.74,9.25,5.82,-0.48,-6.36,-5.55,0
DBXUS,0,0,0,0,0,0,0,0,0,-0.1,-8.37,1.52,8.36,-10.81,-6.75,-3.37,10.11,-6.94,-10.88,8.24,6.77,-6.01,0.57,5.36,5.95,1.49,-0.41,0.83,11.44,-3.33,4.78,6.94,2.26,-5.68,-5.88,0
DBXWD,0,0,0,0,0,0,0,0,0,0.22,-8.34,-2.1,8.11,-8.17,-11.52,-4.02,14.76,-10.14,-8.06,5.56,6.89,-0.12,-2.66,4.03,8.44,3.16,-1.95,3.74,4.55,-5.24,8.78,4.15,1.16,-5.7,-4.13,0
MDCF,-0.22,4.54,5.71,-3.73,2.46,-12,-0.95,-3.93,8.17,-0.1,-3.81,5.38,4.35,-6.13,-7.66,3.31,17.07,-9.78,1.22,7.03,9.41,-1.51,1.62,0.44,4.16,5.53,-3.89,5.1,3.4,-2.23,5.02,6.52,-0.54,-0.9,-2.89,-1.82
DARF,0,0,0,0,0.76,-9.42,-0.98,-5.12,11.38,0.74,-4.17,3.96,2.9,-4.79,-6.49,3.41,16.78,-9.84,3.07,6.46,9.18,-1.29,1.93,-0.66,3.03,5.02,-4.44,6.97,2.92,-1.76,3.81,6.97,-1.03,-0.51,-3.11,0
DBFD,0,0,0,0,3.49,-13.63,3.83,-6.25,9.11,0.61,-9.16,5.7,5.12,-9.78,-12.74,-1.43,20.22,-12.86,-5.52,11.83,14.08,2.73,2.97,5.58,6.29,4.99,-2.98,4.84,4.82,-1.93,4.84,8.39,-0.6,-2.69,-3.9,0
DDIF,0,0,0,0,3.37,-8.57,-3.19,-3.87,8.39,-0.92,-2.51,9.69,4.57,-4.24,-7.38,5.29,18.79,-9.47,2.77,5.28,9.26,-2.88,1.95,-1.44,3.15,5.17,-5.66,6.27,3.19,-1.24,4.77,5.75,-0.41,0.86,-2.07,0
DIEF,0,0,0,0,0.41,-17.28,3.27,-7.9,9.76,-2.41,-10.59,13.98,7.81,-9.18,-13.05,3.12,18.61,-15.85,-11.31,20.84,16.81,4.27,4.67,8.78,6.07,4.79,-1.47,5.05,5.39,-2.52,3.04,11.17,-1.12,-2.35,-4.08,0
DFPF,0,0,0,0,1.56,-15.6,1.71,-7.33,2.93,-4.59,-8.85,22.55,11.83,-6.78,-10.48,12.57,21.25,-10.35,-0.53,7.86,12.42,-5.34,0.39,5.08,5.22,6.32,-4.94,6.06,4.07,-2.3,8.59,8.19,0.29,-1.78,-2.25,0
DGBF,0,0,0,0,3.34,-6.27,1.61,-1.52,2.86,1.01,-4.53,-1.59,4.97,-9.56,-2.98,1.8,16.28,-6.76,-3.8,2.51,3.18,-1.45,-0.95,3.11,6.17,5.2,-2.9,3.08,2.79,-2.1,5.8,4.86,0.47,-2.93,-4.3,0
DGEF,0,0,0,0,4.32,-11.66,1.69,-3.16,4.75,1.58,-7.1,-1.95,4.4,-15.64,-7.01,-2.62,14.6,-8.84,-6.22,2.84,7.16,-1.13,-1.02,5.8,7.37,4.94,-3.24,2.35,4.79,-3.81,6.23,7.32,0.57,-6.56,-6.25,0
DMMF,0,0,0,0,3.45,-8.1,-2.87,-3.66,8.8,-0.24,-2.37,8.53,3.98,-4.25,-6.52,3.79,17.18,-8.95,3.44,5.81,9.24,-2.53,2.5,-1.62,2.9,5.25,-5.62,6.28,3.06,-1.2,4.07,5.28,-0.64,1.26,-2.16,0
DTR10,0,0,0,0,2.49,-9.95,-0.66,-3.83,7.97,-1.17,-3.98,9.06,4.77,-5.94,-8.77,4.49,19.02,-11.16,-3.63,9.48,10.33,-0.61,2.3,0.46,4.15,5.03,-4.49,5.07,4.1,-1.5,4.37,6.27,-0.4,-0.27,-3.2,0
DTR15,0,0,0,0,2.3,-10.27,-0.09,-4.05,8.13,-0.49,-4.62,8.46,4.97,-6.59,-9.54,4.77,18.74,-11.23,-4.19,10.22,10.5,0.51,1.98,0.84,4.27,4.94,-4.36,5.17,4.21,-1.64,4.39,6.7,-0.47,-0.38,-3.42,0
DTR20,0,0,0,0,2.07,-10.74,0.69,-4.39,8.52,-0.39,-5.03,7.51,4.81,-6.92,-9.29,4.47,17.9,-11.15,-4.46,10.23,10.11,0.14,2.3,1.31,4.38,4.87,-3.98,5.26,4.36,-1.83,4.28,7.13,-0.57,-0.56,-3.56,0
DTR25,0,0,0,0,1.75,-11.31,1.49,-4.54,8.39,-0.31,-5.48,7.21,5.12,-7.96,-9.9,4,17.99,-11.34,-4.94,10.65,10.2,0.44,2.14,1.73,4.41,4.84,-3.86,5.42,4.36,-1.88,4.28,7.38,-0.64,-0.81,-3.93,0
DTR30,0,0,0,0,1.53,-11.79,2.14,-5.02,8.63,-0.01,-6.09,6.49,5.11,-8.93,-11.51,4.02,17.45,-11.38,-5.12,11.07,10.13,1.03,2.02,2.1,4.51,4.86,-3.66,5.43,4.53,-2.1,4.22,7.81,-0.65,-1.1,-4.04,0
DTR35,0,0,0,0,1.16,-12.34,2.81,-5.54,8.94,0.38,-6.92,5.91,5.25,-10.61,-12.9,3.02,16.45,-10.7,-5.66,12.41,10.35,1.75,2.27,2.7,4.96,4.92,-3.34,5.52,4.66,-2.28,4.19,7.64,-0.92,-1.3,-4.21,0
DTR40,0,0,0,0,0.91,-12.85,3.68,-6.05,10.03,1.29,-7.83,4.16,4.59,-12.51,-15.05,2.25,16.21,-11.67,-6.71,12.98,10.3,2.81,2.12,3.57,5.43,4.97,-2.95,5.75,5.01,-2.74,4.01,8.32,-1.01,-1.99,-5.08,0
MDCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.08,8.94,-2.03,1.67,0.23,4.18,5.45,-4.61,6.04,3.97,-2.35,4.61,7.32,-0.48,-0.46,-2.74,0
MDDF,0.1,3.92,5.94,-3.7,2.16,-11.5,-1.03,-3.97,8.93,0.19,-3.11,6.42,4.3,-6.58,-7.28,3.82,17.61,-10.47,0.84,6.64,9.13,-1.36,1.79,0.74,4.83,5.33,-3.44,5.73,4.94,-3.14,4.99,9.56,-0.45,-3.39,-4.07,-1.55
MDSP,-0.56,3.79,4.74,-2.87,2.5,-9.13,-2.14,-3.66,8.9,0,-2.69,7.01,4.2,-5.61,-7.06,4.02,17.66,-9.74,2,6.36,8.82,-1.57,0.95,2.12,5.16,5.39,-3.84,6.02,4.69,-2.98,4.8,8.83,-0.4,-2.29,-3.62,-1.79
MDWA,-0.5,5.22,6.33,-4.49,1.74,-12.57,1.05,-4.51,7.87,-0.37,-6.88,5.4,4.67,-10.5,-11.93,4.92,17.62,-11.78,-3.06,10.02,9.89,1.19,0.98,2.67,5.07,6.26,-3.31,6.61,4.2,-3.56,4.65,9.2,-0.26,-2.97,-4.64,-1.37
DWAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDWC,-1.06,5.31,6.68,-5.03,1.45,-14.38,1.79,-4.88,8.02,-0.07,-8.25,4.82,4.85,-11.53,-14.05,4.67,17.88,-12.45,-4.34,11.1,10.47,2.23,0.62,3.28,5.25,6.46,-3.05,6.83,4.41,-4.14,4.55,9.95,-0.34,-3.48,-5.11,-1.29
MWCA,-1.17,6.25,6.45,-5.16,1.29,-14.48,1.62,-5.04,7.86,-0.23,-8.41,4.81,4.68,-11.66,-14.19,4.51,17.7,-12.33,-4.42,10.9,10.29,2.07,0.47,3.19,5.06,6.35,-3.19,6.72,4.28,-4.16,4.43,9.78,-0.46,-3.59,-5.22,-1.3
MDWO,-1.28,6.17,8.15,-6.28,0.59,-18.07,2.35,-5.67,9.47,0.94,-9.7,1.6,4.28,-16.78,-16.73,4.73,17.63,-15,-6.49,14.4,11.46,5.69,0.28,4.88,5.79,7.12,-1.96,7.63,4.88,-5.16,3.97,12.07,-0.5,-4.13,-5.77,-1.23
MWOA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DWFF,-0.21,5.4,5.45,-3.88,1.8,-11.73,-0.02,-4.21,7.4,-0.78,-5.94,7.28,4.88,-8.74,-10.7,4.96,17.64,-11.05,-1.66,8.75,9.65,-0.19,1.13,1.23,4.72,5.87,-3.83,6.34,3.86,-3.18,4.82,7.98,-0.21,-1.76,-3.92,-1.6
DWFA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DWPF,1.5,7.93,7.78,-5.48,0,-18.25,1.43,-8.71,0.46,-6.45,-11.57,25.69,11.96,-7.89,-14.99,11.01,22.75,-12.35,-0.87,8.44,12.24,-6.92,1.66,3.59,5.82,6.53,-4.98,5.79,3.81,-1.64,8.9,9.07,0.21,-1.8,-1.68,-1.8
DWPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDWR,0.15,4.18,5.25,-3.18,2.47,-10.21,-2.56,-3.79,8.33,-0.61,-2.8,9.21,4.02,-5.22,-8.39,4.72,17.64,-9.55,2.74,6.25,9.17,-2.83,2.33,-1.23,3.56,5.51,-5.16,6.08,3.3,-1.75,4.98,6.18,-0.23,0.53,-1.99,-1.57
MWRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDWV,-0.81,7.28,7.4,-7.15,0.44,-17.52,5.57,-6.29,9.12,1.8,-7.56,1.11,5.2,-16.67,-17.75,2.67,20.73,-16.08,-4.14,10.08,16.92,5.8,1.61,4.86,9.48,8.19,-4.93,3.04,6.69,-6.4,7.28,10.75,0.16,-2.75,-5.6,-1.11
